sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,brand,color,cost,country_of_manufacture,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,description,fabric_care,gallery,gift_message_available,has_options,image,image_label,manufacturer,media_gallery,meta_description,meta_keyword,meta_title,minimal_price,msrp,msrp_display_actual_price_type,msrp_enabled,name,news_from_date,news_to_date,options_container,page_layout,price,primary_colour,required_options,short_description,size,small_image,small_image_label,special_from_date,special_price,special_to_date,status,tax_class_id,thumbnail,thumbnail_label,updated_at,url_key,url_path,visibility,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled
,,,,Children/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10029-royalblue-s,,Default,simple,Children,"Default Category",base,Uniqlo,,,,"2015-11-11 21:49:04",,,,,"Full description for ""Ajax Children's Pyjama"" coming soon...",,,,0,,,,,"Full description for ""Ajax Children's Pyjama"" coming soon...","Ajax Children's Pyjama","Ajax Children's Pyjama",,,,,"Ajax Children's Pyjama",,,"Product Info Column",,4.9900,blue,0,"Full description for ""Ajax Children's Pyjama"" coming soon...",S,,,,,,1,4,,,"2015-11-11 21:49:04",ajax-children-s-pyjama,ajax-children-s-pyjama-243.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Children/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10029-royalblue-m,,Default,simple,Children,"Default Category",base,Uniqlo,,,,"2015-11-11 21:49:04",,,,,"Full description for ""Ajax Children's Pyjama"" coming soon...",,,,0,,,,,"Full description for ""Ajax Children's Pyjama"" coming soon...","Ajax Children's Pyjama","Ajax Children's Pyjama",,,,,"Ajax Children's Pyjama",,,"Product Info Column",,4.9900,blue,0,"Full description for ""Ajax Children's Pyjama"" coming soon...",M,,,,,,1,4,,,"2015-11-11 21:49:04",ajax-children-s-pyjama,ajax-children-s-pyjama-244.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Children/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10029-royalblue-l,,Default,simple,Children,"Default Category",base,Uniqlo,,,,"2015-11-11 21:49:04",,,,,"Full description for ""Ajax Children's Pyjama"" coming soon...",,,,0,,,,,"Full description for ""Ajax Children's Pyjama"" coming soon...","Ajax Children's Pyjama","Ajax Children's Pyjama",,,,,"Ajax Children's Pyjama",,,"Product Info Column",,4.9900,blue,0,"Full description for ""Ajax Children's Pyjama"" coming soon...",L,,,,,,1,4,,,"2015-11-11 21:49:04",ajax-children-s-pyjama,ajax-children-s-pyjama-245.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Children/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10030-darkgrey-xs,,Default,simple,Children,"Default Category",base,Independent,,,,"2015-11-11 21:49:04",,,,,"Full description for ""Arsenal Children's Casual"" coming soon...",,,,0,,,,,"Full description for ""Arsenal Children's Casual"" coming soon...","Arsenal Children's Casual","Arsenal Children's Casual",,,,,"Arsenal Children's Casual",,,"Product Info Column",,9.9900,grey,0,"Full description for ""Arsenal Children's Casual"" coming soon...",XS,,,,,,1,4,,,"2015-11-11 21:49:04",arsenal-children-s-casual,arsenal-children-s-casual.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Children/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10030-darkgrey-s,,Default,simple,Children,"Default Category",base,Independent,,,,"2015-11-11 21:49:04",,,,,"Full description for ""Arsenal Children's Casual"" coming soon...",,,,0,,,,,"Full description for ""Arsenal Children's Casual"" coming soon...","Arsenal Children's Casual","Arsenal Children's Casual",,,,,"Arsenal Children's Casual",,,"Product Info Column",,9.9900,grey,0,"Full description for ""Arsenal Children's Casual"" coming soon...",S,,,,,,1,4,,,"2015-11-11 21:49:04",arsenal-children-s-casual,arsenal-children-s-casual-247.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Children/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10030-darkgrey-m,,Default,simple,Children,"Default Category",base,Independent,,,,"2015-11-11 21:49:05",,,,,"Full description for ""Arsenal Children's Casual"" coming soon...",,,,0,,,,,"Full description for ""Arsenal Children's Casual"" coming soon...","Arsenal Children's Casual","Arsenal Children's Casual",,,,,"Arsenal Children's Casual",,,"Product Info Column",,9.9900,grey,0,"Full description for ""Arsenal Children's Casual"" coming soon...",M,,,,,,1,4,,,"2015-11-11 21:49:05",arsenal-children-s-casual,arsenal-children-s-casual-248.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Children/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10030-darkgrey-l,,Default,simple,Children,"Default Category",base,Independent,,,,"2015-11-11 21:49:05",,,,,"Full description for ""Arsenal Children's Casual"" coming soon...",,,,0,,,,,"Full description for ""Arsenal Children's Casual"" coming soon...","Arsenal Children's Casual","Arsenal Children's Casual",,,,,"Arsenal Children's Casual",,,"Product Info Column",,9.9900,grey,0,"Full description for ""Arsenal Children's Casual"" coming soon...",L,,,,,,1,4,,,"2015-11-11 21:49:05",arsenal-children-s-casual,arsenal-children-s-casual-249.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Children/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10030-darkgrey-xl,,Default,simple,Children,"Default Category",base,Independent,,,,"2015-11-11 21:49:05",,,,,"Full description for ""Arsenal Children's Casual"" coming soon...",,,,0,,,,,"Full description for ""Arsenal Children's Casual"" coming soon...","Arsenal Children's Casual","Arsenal Children's Casual",,,,,"Arsenal Children's Casual",,,"Product Info Column",,9.9900,grey,0,"Full description for ""Arsenal Children's Casual"" coming soon...",XL,,,,,,1,4,,,"2015-11-11 21:49:05",arsenal-children-s-casual,arsenal-children-s-casual-250.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Children/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10030-maroon-xs,,Default,simple,Children,"Default Category",base,Independent,,,,"2015-11-11 21:49:05",,,,,"Full description for ""Arsenal Children's Casual"" coming soon...",,,,0,,,,,"Full description for ""Arsenal Children's Casual"" coming soon...","Arsenal Children's Casual","Arsenal Children's Casual",,,,,"Arsenal Children's Casual",,,"Product Info Column",,9.9900,red,0,"Full description for ""Arsenal Children's Casual"" coming soon...",XS,,,,,,1,4,,,"2015-11-11 21:49:05",arsenal-children-s-casual,arsenal-children-s-casual-251.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Children/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10030-maroon-s,,Default,simple,Children,"Default Category",base,Independent,,,,"2015-11-11 21:49:05",,,,,"Full description for ""Arsenal Children's Casual"" coming soon...",,,,0,,,,,"Full description for ""Arsenal Children's Casual"" coming soon...","Arsenal Children's Casual","Arsenal Children's Casual",,,,,"Arsenal Children's Casual",,,"Product Info Column",,9.9900,red,0,"Full description for ""Arsenal Children's Casual"" coming soon...",S,,,,,,1,4,,,"2015-11-11 21:49:05",arsenal-children-s-casual,arsenal-children-s-casual-252.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Children/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10030-maroon-m,,Default,simple,Children,"Default Category",base,Independent,,,,"2015-11-11 21:49:05",,,,,"Full description for ""Arsenal Children's Casual"" coming soon...",,,,0,,,,,"Full description for ""Arsenal Children's Casual"" coming soon...","Arsenal Children's Casual","Arsenal Children's Casual",,,,,"Arsenal Children's Casual",,,"Product Info Column",,9.9900,red,0,"Full description for ""Arsenal Children's Casual"" coming soon...",M,,,,,,1,4,,,"2015-11-11 21:49:05",arsenal-children-s-casual,arsenal-children-s-casual-253.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Children/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10030-maroon-l,,Default,simple,Children,"Default Category",base,Independent,,,,"2015-11-11 21:49:06",,,,,"Full description for ""Arsenal Children's Casual"" coming soon...",,,,0,,,,,"Full description for ""Arsenal Children's Casual"" coming soon...","Arsenal Children's Casual","Arsenal Children's Casual",,,,,"Arsenal Children's Casual",,,"Product Info Column",,9.9900,red,0,"Full description for ""Arsenal Children's Casual"" coming soon...",L,,,,,,1,4,,,"2015-11-11 21:49:06",arsenal-children-s-casual,arsenal-children-s-casual-254.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Children/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10030-maroon-xl,,Default,simple,Children,"Default Category",base,Independent,,,,"2015-11-11 21:49:06",,,,,"Full description for ""Arsenal Children's Casual"" coming soon...",,,,0,,,,,"Full description for ""Arsenal Children's Casual"" coming soon...","Arsenal Children's Casual","Arsenal Children's Casual",,,,,"Arsenal Children's Casual",,,"Product Info Column",,9.9900,red,0,"Full description for ""Arsenal Children's Casual"" coming soon...",XL,,,,,,1,4,,,"2015-11-11 21:49:06",arsenal-children-s-casual,arsenal-children-s-casual-255.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Children/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10030-turquoise-xs,,Default,simple,Children,"Default Category",base,Independent,,,,"2015-11-11 21:49:06",,,,,"Full description for ""Arsenal Children's Casual"" coming soon...",,,,0,,,,,"Full description for ""Arsenal Children's Casual"" coming soon...","Arsenal Children's Casual","Arsenal Children's Casual",,,,,"Arsenal Children's Casual",,,"Product Info Column",,9.9900,green,0,"Full description for ""Arsenal Children's Casual"" coming soon...",XS,,,,,,1,4,,,"2015-11-11 21:49:06",arsenal-children-s-casual,arsenal-children-s-casual-256.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Children/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10030-turquoise-s,,Default,simple,Children,"Default Category",base,Independent,,,,"2015-11-11 21:49:06",,,,,"Full description for ""Arsenal Children's Casual"" coming soon...",,,,0,,,,,"Full description for ""Arsenal Children's Casual"" coming soon...","Arsenal Children's Casual","Arsenal Children's Casual",,,,,"Arsenal Children's Casual",,,"Product Info Column",,9.9900,green,0,"Full description for ""Arsenal Children's Casual"" coming soon...",S,,,,,,1,4,,,"2015-11-11 21:49:06",arsenal-children-s-casual,arsenal-children-s-casual-257.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Children/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10030-turquoise-m,,Default,simple,Children,"Default Category",base,Independent,,,,"2015-11-11 21:49:06",,,,,"Full description for ""Arsenal Children's Casual"" coming soon...",,,,0,,,,,"Full description for ""Arsenal Children's Casual"" coming soon...","Arsenal Children's Casual","Arsenal Children's Casual",,,,,"Arsenal Children's Casual",,,"Product Info Column",,9.9900,green,0,"Full description for ""Arsenal Children's Casual"" coming soon...",M,,,,,,1,4,,,"2015-11-11 21:49:06",arsenal-children-s-casual,arsenal-children-s-casual-258.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Children/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10030-turquoise-l,,Default,simple,Children,"Default Category",base,Independent,,,,"2015-11-11 21:49:06",,,,,"Full description for ""Arsenal Children's Casual"" coming soon...",,,,0,,,,,"Full description for ""Arsenal Children's Casual"" coming soon...","Arsenal Children's Casual","Arsenal Children's Casual",,,,,"Arsenal Children's Casual",,,"Product Info Column",,9.9900,green,0,"Full description for ""Arsenal Children's Casual"" coming soon...",L,,,,,,1,4,,,"2015-11-11 21:49:06",arsenal-children-s-casual,arsenal-children-s-casual-259.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Children/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10030-turquoise-xl,,Default,simple,Children,"Default Category",base,Independent,,,,"2015-11-11 21:49:07",,,,,"Full description for ""Arsenal Children's Casual"" coming soon...",,,,0,,,,,"Full description for ""Arsenal Children's Casual"" coming soon...","Arsenal Children's Casual","Arsenal Children's Casual",,,,,"Arsenal Children's Casual",,,"Product Info Column",,9.9900,green,0,"Full description for ""Arsenal Children's Casual"" coming soon...",XL,,,,,,1,4,,,"2015-11-11 21:49:07",arsenal-children-s-casual,arsenal-children-s-casual-260.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Children/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10030-skyblue-xs,,Default,simple,Children,"Default Category",base,Independent,,,,"2015-11-11 21:49:07",,,,,"Full description for ""Arsenal Children's Casual"" coming soon...",,,,0,,,,,"Full description for ""Arsenal Children's Casual"" coming soon...","Arsenal Children's Casual","Arsenal Children's Casual",,,,,"Arsenal Children's Casual",,,"Product Info Column",,9.9900,blue,0,"Full description for ""Arsenal Children's Casual"" coming soon...",XS,,,,,,1,4,,,"2015-11-11 21:49:07",arsenal-children-s-casual,arsenal-children-s-casual-261.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Children/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10030-skyblue-s,,Default,simple,Children,"Default Category",base,Independent,,,,"2015-11-11 21:49:07",,,,,"Full description for ""Arsenal Children's Casual"" coming soon...",,,,0,,,,,"Full description for ""Arsenal Children's Casual"" coming soon...","Arsenal Children's Casual","Arsenal Children's Casual",,,,,"Arsenal Children's Casual",,,"Product Info Column",,9.9900,blue,0,"Full description for ""Arsenal Children's Casual"" coming soon...",S,,,,,,1,4,,,"2015-11-11 21:49:07",arsenal-children-s-casual,arsenal-children-s-casual-262.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Children/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10030-skyblue-m,,Default,simple,Children,"Default Category",base,Independent,,,,"2015-11-11 21:49:07",,,,,"Full description for ""Arsenal Children's Casual"" coming soon...",,,,0,,,,,"Full description for ""Arsenal Children's Casual"" coming soon...","Arsenal Children's Casual","Arsenal Children's Casual",,,,,"Arsenal Children's Casual",,,"Product Info Column",,9.9900,blue,0,"Full description for ""Arsenal Children's Casual"" coming soon...",M,,,,,,1,4,,,"2015-11-11 21:49:07",arsenal-children-s-casual,arsenal-children-s-casual-263.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Children/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10030-skyblue-l,,Default,simple,Children,"Default Category",base,Independent,,,,"2015-11-11 21:49:07",,,,,"Full description for ""Arsenal Children's Casual"" coming soon...",,,,0,,,,,"Full description for ""Arsenal Children's Casual"" coming soon...","Arsenal Children's Casual","Arsenal Children's Casual",,,,,"Arsenal Children's Casual",,,"Product Info Column",,9.9900,blue,0,"Full description for ""Arsenal Children's Casual"" coming soon...",L,,,,,,1,4,,,"2015-11-11 21:49:07",arsenal-children-s-casual,arsenal-children-s-casual-264.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Children/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10030-skyblue-xl,,Default,simple,Children,"Default Category",base,Independent,,,,"2015-11-11 21:49:07",,,,,"Full description for ""Arsenal Children's Casual"" coming soon...",,,,0,,,,,"Full description for ""Arsenal Children's Casual"" coming soon...","Arsenal Children's Casual","Arsenal Children's Casual",,,,,"Arsenal Children's Casual",,,"Product Info Column",,9.9900,blue,0,"Full description for ""Arsenal Children's Casual"" coming soon...",XL,,,,,,1,4,,,"2015-11-11 21:49:07",arsenal-children-s-casual,arsenal-children-s-casual-265.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Children/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10030-offwhite-xs,,Default,simple,Children,"Default Category",base,Independent,,,,"2015-11-11 21:49:08",,,,,"Full description for ""Arsenal Children's Casual"" coming soon...",,,,0,,,,,"Full description for ""Arsenal Children's Casual"" coming soon...","Arsenal Children's Casual","Arsenal Children's Casual",,,,,"Arsenal Children's Casual",,,"Product Info Column",,9.9900,white,0,"Full description for ""Arsenal Children's Casual"" coming soon...",XS,,,,,,1,4,,,"2015-11-11 21:49:08",arsenal-children-s-casual,arsenal-children-s-casual-266.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Children/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10030-offwhite-s,,Default,simple,Children,"Default Category",base,Independent,,,,"2015-11-11 21:49:08",,,,,"Full description for ""Arsenal Children's Casual"" coming soon...",,,,0,,,,,"Full description for ""Arsenal Children's Casual"" coming soon...","Arsenal Children's Casual","Arsenal Children's Casual",,,,,"Arsenal Children's Casual",,,"Product Info Column",,9.9900,white,0,"Full description for ""Arsenal Children's Casual"" coming soon...",S,,,,,,1,4,,,"2015-11-11 21:49:08",arsenal-children-s-casual,arsenal-children-s-casual-267.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Children/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10030-offwhite-m,,Default,simple,Children,"Default Category",base,Independent,,,,"2015-11-11 21:49:08",,,,,"Full description for ""Arsenal Children's Casual"" coming soon...",,,,0,,,,,"Full description for ""Arsenal Children's Casual"" coming soon...","Arsenal Children's Casual","Arsenal Children's Casual",,,,,"Arsenal Children's Casual",,,"Product Info Column",,9.9900,white,0,"Full description for ""Arsenal Children's Casual"" coming soon...",M,,,,,,1,4,,,"2015-11-11 21:49:08",arsenal-children-s-casual,arsenal-children-s-casual-268.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Children/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10030-offwhite-l,,Default,simple,Children,"Default Category",base,Independent,,,,"2015-11-11 21:49:08",,,,,"Full description for ""Arsenal Children's Casual"" coming soon...",,,,0,,,,,"Full description for ""Arsenal Children's Casual"" coming soon...","Arsenal Children's Casual","Arsenal Children's Casual",,,,,"Arsenal Children's Casual",,,"Product Info Column",,9.9900,white,0,"Full description for ""Arsenal Children's Casual"" coming soon...",L,,,,,,1,4,,,"2015-11-11 21:49:08",arsenal-children-s-casual,arsenal-children-s-casual-269.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Children/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10030-offwhite-xl,,Default,simple,Children,"Default Category",base,Independent,,,,"2015-11-11 21:49:08",,,,,"Full description for ""Arsenal Children's Casual"" coming soon...",,,,0,,,,,"Full description for ""Arsenal Children's Casual"" coming soon...","Arsenal Children's Casual","Arsenal Children's Casual",,,,,"Arsenal Children's Casual",,,"Product Info Column",,9.9900,white,0,"Full description for ""Arsenal Children's Casual"" coming soon...",XL,,,,,,1,4,,,"2015-11-11 21:49:08",arsenal-children-s-casual,arsenal-children-s-casual-270.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Children/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10031-brightred-m,,Default,simple,Children,"Default Category",base,Nike,,,,"2015-11-11 21:49:08",,,,,"Full description for ""Arsenal Children's Official"" coming soon...",,,,0,,,,,"Full description for ""Arsenal Children's Official"" coming soon...","Arsenal Children's Official","Arsenal Children's Official",,,,,"Arsenal Children's Official",,,"Product Info Column",,14.9900,red,0,"Full description for ""Arsenal Children's Official"" coming soon...",M,,,,,,1,4,,,"2015-11-11 21:49:08",arsenal-children-s-official,arsenal-children-s-official.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Children/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
